Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Cost Price,Sale Price,Payment Method,Discount Amount,Purchase Date,Ship Date,Finance Amount,RAM,Credit Score,Channel,Priority,Cost of Repairs,Total Sales per Employee,PC Market Price,Storage Capacity
North America,Georgia,Augusta,KyaSand Tech Gadgets,9,Acer,Aspire 7,SSD,Kelsey,Dyer,+13331094961,rrobertson@example.org,Rebecca Brown,New Sales,29621,32105,Bank Transfer,342,2023-03-05,2023-03-28,0,16GB,581,Online,High,0,405,31342,1TB
Africa,Botswana,Kgalagadi,LJ Computers,1,Acer,ConceptD 5,HDD,Ronald,Brooks,+15023844947,jsloan@example.com,Melissa Dunn,New Sales,10583,12674,Cash,178,2022-07-31,2022-08-27,0,16GB,425,Online,High,0,471,10714,256GB
Africa,Egypt,Damietta,ABC Computers,9,Lenovo,IdeaPad Flex 5,SSD,Kelly,Rodgers,+16744199839,faithlynn@example.net,Christina Garza,Repairs,25512,28749,Bank Transfer,134,2022-02-25,,0,8GB,597,Offline,High,1448,173,27363,500GB
Africa,Egypt,Red Sea,KyaSand Tech Gadgets,3,HP,Elitebook,HDD,Tim,Clark,+10352507492,pcarson@example.com,Evan Scott,Second-hand Sales,19942,23863,Finance,640,2024-01-02,,37178,16GB,692,Offline,Medium,0,344,22186,256GB
North America,North Carolina,Raleigh,GHI Machines,10,Dell,OptiPlex,SSD,Jacqueline,Mcdonald,+18048107150,seanrodriguez@example.com,Tamara Clark,New Sales,27072,30163,Cash,89,2021-03-28,,0,16GB,730,Offline,Medium,0,633,27697,1TB
North America,North Carolina,Goldsboro,Western International PCs,10,Acer,Aspire E 15,HDD,Alyssa,Lawrence,+19157596333,garciascott@example.org,Craig Wheeler,Repairs,12671,17646,Finance,534,2021-11-20,2021-11-28,21672,4GB,817,Online,High,3128,806,13554,256GB
North America,Pennsylvania,Wilkes-Barre,LJ Computers,2,HP,Probook,HDD,John,Rodriguez,+18259062399,michelle44@example.net,Michael Chan,New Sales,16164,20502,Bank Transfer,74,2023-04-08,2023-04-28,0,8GB,465,Online,Medium,0,167,19690,1TB
North America,Texas,Round Rock,Ricks Computers,4,HP,ZBook,HDD,Brenda,Rush,+11238525077,hreyes@example.com,Lauren Morales,Returns,22122,24201,Finance,46,2023-08-09,2023-08-14,41651,4GB,777,Online,High,0,991,23272,256GB
Africa,Ghana,Central,A & A PCs,4,HP,Chromebook,SSD,Amanda,Hill,+14028629313,daniel98@example.org,Jonathan Miller,Repairs,24915,29421,Bank Transfer,791,2022-07-23,2022-08-03,0,2GB,820,Online,Medium,3560,881,28858,256GB
North America,Ohio,Kettering,CK Tech Store,1,Toshiba,Libretto,SSD,Evan,Wright,+12234797300,oschneider@example.org,Molly Johns,Repairs,6498,11269,Finance,525,2022-07-03,,44748,2GB,600,Offline,Low,1270,1000,10647,1TB
Africa,Botswana,Kgalagadi,LJ Computers,4,Acer,ConceptD 5,HDD,Heather,Shepherd,+18995805179,vwilliams@example.net,Susan Nelson,Repairs,19881,22653,Bank Transfer,813,2023-01-23,2023-01-28,0,4GB,817,Online,High,4331,363,20962,256GB
Africa,Ghana,Volta,XYZ Tech,7,Acer,Predator Helios 300,HDD,Christopher,Copeland,+17129971519,jermainebarnett@example.net,Jessica Morgan,Returns,17955,22827,Bank Transfer,603,2024-02-08,2024-02-14,0,8GB,789,Online,Low,0,346,20455,1TB
Africa,Ethiopia,Afar,GH PC Shop,8,MSI,GS66 Stealth,HDD,Kimberly,Taylor,+19980826823,atyler@example.org,Joseph Good,Repairs,29514,33378,Finance,920,2021-10-17,,18648,8GB,405,Offline,Low,4282,246,31210,500GB
North America,Georgia,Athens,Greens Laptops and PCs,6,Acer,Aspire E 15,HDD,Roberto,Valencia,,lauracisneros@example.net,Renee Howell,New Sales,3572,7306,Cash,8,2021-05-13,,0,8GB,838,Offline,High,0,830,5100,256GB
North America,Pennsylvania,Allentown,Ricks Computers,10,MSI,P65 Creator,SSD,Joshua,George,+17951273045,john66@example.com,Michael Smith,Repairs,12550,15426,Finance,826,2021-09-08,2021-09-21,49633,2GB,513,Online,Medium,4368,879,13391,1TB
Africa,Ghana,Volta,LJ Computers,5,HP,Pavilion,HDD,Jaclyn,Ford,+12322519750,sheena43@example.org,Diana Ashley MD,New Sales,22650,26594,Cash,496,2023-01-08,,0,4GB,559,Offline,Medium,0,709,26368,256GB
Africa,Botswana,Kgatleng,Frankies Hardware and Software,7,HP,Probook,HDD,Evelyn,Hernandez,+16257688230,scrawford@example.net,Susan Nelson,Second-hand Sales,23533,28114,Bank Transfer,770,2021-04-22,2021-05-18,0,4GB,714,Online,Low,0,784,25669,500GB
Africa,Nigeria,Ogun,Greens Laptops and PCs,1,HP,Spectre,HDD,Melissa,Huerta,,amberferguson@example.org,Diana Waters,Repairs,18176,21160,Finance,16,2022-05-26,,33341,16GB,503,Offline,High,4758,627,20045,500GB
North America,Georgia,Augusta,Western International PCs,6,Samsung,Galaxy Chromebook 2,SSD,Erik,Macdonald,+17289090886,pbutler@example.org,Michael Turner,Second-hand Sales,5896,9721,Cash,277,2023-03-04,,0,4GB,418,Offline,Low,0,594,6769,256GB
Africa,Tanzania,Kilimanjaro,ABC Computers,2,Samsung,Notebook 9 Pro,SSD,Corey,Burns,+15177863476,sheila66@example.com,Corey Rasmussen,Returns,10354,13939,Cash,805,2021-09-02,2021-09-16,0,8GB,554,Online,Low,0,49,12120,256GB
North America,Texas,Fort Worth,S & A Computer Place,8,MSI,GP65 Leopard,SSD,William,Douglas,+19030131530,hannah63@example.com,Amanda Brown,Returns,22442,27148,Cash,139,2022-08-11,2022-08-16,0,2GB,462,Online,High,0,871,22717,1TB
Africa,Angola,Lunda Sul,ABC Computers,1,Apple,Apple iMac,SSD,Daniel,Gonzalez,+13683157486,nguyensuzanne@example.com,Kimberly Duncan,Returns,24198,26591,Cash,967,2022-01-15,,0,16GB,836,Offline,High,0,400,24678,256GB
North America,Ohio,Akron,Greens Laptops and PCs,5,Lenovo,ThinkPad X1 Yoga,HDD,Bradley,Thompson,+15628379721,normannancy@example.net,Roger Cole,Second-hand Sales,28712,31917,Bank Transfer,12,2022-11-27,,0,16GB,750,Offline,Medium,0,804,30456,500GB
Africa,Nigeria,Oyo,ABC Computers,5,Dell,XPS,HDD,Christopher,Velasquez,+13665355973,timothy28@example.com,Collin Bryant,Repairs,10288,13409,Cash,507,2023-08-25,,0,8GB,409,Offline,High,3631,148,13173,500GB
Africa,Ethiopia,Dire Dawa,KyaSand Tech Gadgets,5,Samsung,Notebook 7 Spin,SSD,Lauren,Wilson,+11166272168,amyortega@example.com,Joseph Good,Returns,24824,28041,Cash,909,2022-01-12,2022-01-21,0,16GB,534,Online,High,0,853,26104,1TB
North America,Texas,Wichita Falls,ABC Computers,8,Toshiba,Qosmio,HDD,Gerald,Willis,+18389688019,morgan15@example.com,Michael Koch,Second-hand Sales,11870,16816,Finance,97,2022-05-02,,2461,16GB,433,Offline,High,0,182,15608,500GB
North America,Pennsylvania,Wilkes-Barre,KyaSand Tech Gadgets,1,Dell,Inspiron,HDD,Raymond,Hendrix,+15367875350,shawnchristian@example.org,Michael Smith,Returns,5561,10304,Finance,812,2021-12-05,,4235,8GB,518,Offline,High,0,196,6780,256GB
North America,Ohio,Akron,Jacks Hardware,3,Acer,Spin 5,HDD,Yvonne,Mcgee,+13012573276,daniel96@example.com,Erin Tucker,Second-hand Sales,7041,9452,Finance,821,2021-04-04,2021-04-06,30446,2GB,478,Online,Medium,0,209,7759,256GB
Africa,Ethiopia,Tigray,GH PC Shop,10,MSI,GP76 Leopard,HDD,Joseph,Porter,+17325936643,carmen49@example.com,Joseph Good,New Sales,3747,6310,Cash,945,2022-09-14,,0,8GB,672,Offline,Medium,0,944,5120,1TB
North America,North Carolina,Asheville,ABC Computers,1,Lenovo,ThinkPad X13 Yoga,HDD,Olivia,Jones,+17027987733,anthonymullins@example.com,Craig Wheeler,Second-hand Sales,22619,24777,Finance,528,2022-02-04,,38372,4GB,685,Offline,High,0,378,22734,1TB
Africa,Kenya,Tharaka-Nithi,Frankies Hardware and Software,6,Lenovo,ThinkPad T14,HDD,John,Frey,+19263220639,jacksongregory@example.net,Kenneth Moore,Returns,11572,15440,Bank Transfer,713,2023-01-05,,0,8GB,677,Offline,Medium,0,586,12988,500GB
North America,Ohio,Columbus,XYZ Tech,7,Dell,XPS,SSD,Henry,Lopez,+16301828330,christianrobinson@example.net,Diamond Baker,Repairs,26330,29053,Finance,198,2021-05-10,,44149,16GB,735,Offline,High,2711,552,26862,500GB
Africa,South Africa,KwaZulu-Natal,Jacks Hardware,2,Toshiba,Portege,HDD,Lauren,Brandt,+12419669229,taylorjennifer@example.net,Carol Smith,Repairs,4583,6861,Finance,846,2022-10-19,2022-11-14,6935,16GB,456,Online,Medium,3026,596,5742,500GB
Africa,Nigeria,Niger,A & A PCs,6,Samsung,Galaxy Book S,SSD,Pamela,Oliver,+15808974603,moorejennifer@example.com,Lisa Morgan,Second-hand Sales,24908,26939,Bank Transfer,93,2023-04-27,,0,16GB,848,Offline,High,0,662,25553,500GB
North America,North Carolina,Concord,Benjis Tech,8,Toshiba,Tecra,SSD,Cheryl,Chen,+16839339672,andrew85@example.org,Morgan Moore,Returns,25355,29621,Bank Transfer,291,2022-08-08,2022-08-18,0,8GB,585,Online,Medium,0,82,27492,1TB
North America,Michigan,Battle Creek,Ricks Computers,6,Lenovo,Legion 5,SSD,Cynthia,Harris,+14690104775,richardfisher@example.net,Allen Juarez,Second-hand Sales,22638,26519,Cash,752,2023-01-26,2023-02-22,0,8GB,451,Online,Medium,0,956,26504,1TB
Africa,Ghana,Northern,Jacks Hardware,2,Toshiba,Libretto,SSD,Barbara,Sutton,+15418971012,wagnerjoshua@example.org,Krista Wu,New Sales,16388,18706,Bank Transfer,424,2023-06-04,,0,16GB,438,Offline,Low,0,168,17207,256GB
Africa,Nigeria,Katsina,Benjis Tech,6,Lenovo,ThinkPad X1 Yoga,SSD,Raymond,Love,,paynetracey@example.com,Lisa Morgan,Second-hand Sales,13542,16835,Cash,802,2022-02-18,,0,4GB,441,Offline,Low,0,338,16651,500GB
Africa,Morocco,Taounate,Ricks Computers,9,Apple,Apple Lisa,SSD,Matthew,Smith,+15646140692,dmays@example.net,Kelly Mitchell,Second-hand Sales,12564,16436,Finance,568,2023-09-12,2023-09-19,739,4GB,807,Online,Medium,0,357,13746,500GB
Africa,Ghana,Greater Accra,LJ Computers,7,HP,ZBook,HDD,Kathryn,Clark,+19854085473,wileyamy@example.com,Jessica Morgan,New Sales,10569,15157,Finance,779,2023-09-19,2023-09-22,48453,2GB,803,Online,Low,0,199,11313,500GB
North America,Florida,Pompano Beach,GH PC Shop,6,Samsung,Notebook Odyssey,HDD,Russell,Hall,+13218660439,claire48@example.net,William Macdonald,Repairs,7981,11048,Bank Transfer,6,2023-08-23,2023-09-10,0,4GB,694,Online,Medium,3004,527,9474,500GB
North America,North Carolina,Cary,ABC Computers,1,Samsung,Galaxy Chromebook 2,SSD,Autumn,Smith,+19544225197,christopher08@example.net,Robert Wood,Repairs,26174,28184,Cash,498,2021-06-15,2021-06-19,0,16GB,727,Online,Medium,3714,249,27003,500GB
North America,California,San Jose,Ricks Computers,6,Toshiba,Tecra,SSD,Taylor,Hendrix,+13771328723,rodriguezchristopher@example.org,Joy Holt,Returns,21524,25734,Cash,718,2021-04-27,2021-05-16,0,8GB,413,Online,Medium,0,277,23033,500GB
North America,Ohio,Toledo,XYZ Tech,1,Lenovo,IdeaPad 5,SSD,Kristi,Ross,+11702759758,myersjustin@example.org,Max Mccann,Repairs,21180,25406,Bank Transfer,307,2022-10-18,,0,8GB,402,Offline,Medium,1551,530,23077,1TB
Africa,Tanzania,Ruvuma,Benjis Tech,4,MSI,GF63 Thin,HDD,Richard,Gutierrez,+16625714465,kathy08@example.org,Aaron Taylor,Repairs,20108,22851,Finance,442,2023-01-17,,18416,8GB,675,Offline,Low,2135,298,21152,1TB
North America,Georgia,Johns Creek,GH PC Shop,8,Apple,Apple Power Mac G5,HDD,Jacqueline,Kim,+11946004502,jessicadurham@example.org,Michael Turner,Repairs,24708,29473,Cash,156,2021-03-22,2021-04-18,0,8GB,459,Online,Medium,3706,132,27110,256GB
Africa,Ghana,Volta,Jacks Hardware,1,Microsoft,Surface Pro,HDD,Natasha,Holder,+15918822846,sheilasmall@example.net,Kevin Lee,Returns,15803,18260,Finance,327,2022-12-08,,37252,4GB,774,Offline,Medium,0,374,17365,500GB
North America,Georgia,Dunwoody,DEF Machines,3,Asus,Chromebook Flip C434,SSD,Vanessa,Daniels,+15240690773,tammy28@example.net,Christine Ramirez,Second-hand Sales,6256,8414,Cash,564,2023-01-31,,0,2GB,500,Offline,Medium,0,389,6820,500GB
North America,Texas,Laredo,Mini Tech,10,Microsoft,Surface Hub,SSD,Nathan,Smith,+18131830954,justin93@example.net,Ashley Wright,Repairs,28942,31686,Cash,461,2023-10-03,,0,8GB,670,Offline,High,4955,454,31105,1TB
Africa,Nigeria,Taraba,LJ Computers,3,MSI,GP65 Leopard,SSD,Rebecca,Soto,+16743222021,ygreen@example.net,Diana Waters,Returns,11841,15542,Bank Transfer,347,2022-02-24,2022-02-25,0,4GB,440,Online,Low,0,273,14535,256GB
North America,Georgia,Douglasville,Frankies Hardware and Software,1,Asus,ZenBook Flip S UX371,SSD,Andre,Bridges,+19853748037,matthewsmith@example.com,Michael Collins,Returns,4859,9789,Bank Transfer,449,2023-05-15,,0,4GB,505,Offline,Medium,0,283,6577,256GB
North America,California,Moreno Valley,Ricks Computers,8,Samsung,Notebook 9 Pro,HDD,Matthew,Brown,+15327289361,darleneparker@example.net,Amber Montgomery,Repairs,17133,20621,Cash,632,2024-01-04,,0,8GB,659,Offline,High,1088,701,19556,256GB
Africa,Morocco,Casablanca-Settat,CK Tech Store,5,Apple,Apple Lisa,HDD,Ian,Warren,+19214625236,oreynolds@example.net,Amy Owens,Second-hand Sales,17305,19695,Cash,35,2021-09-05,2021-10-05,0,2GB,544,Online,High,0,668,17858,500GB
Africa,Nigeria,Lagos,XYZ Tech,3,Microsoft,Surface Studio,HDD,Amy,Phillips,+12111413698,rsmith@example.com,Timothy Leach,New Sales,29641,32555,Bank Transfer,422,2022-07-10,,0,8GB,770,Offline,Medium,0,514,30794,256GB
Africa,Kenya,Kiambu,DEF Machines,6,Apple,Apple Mac Pro,SSD,Bryan,Jones,+18734015659,johnbailey@example.com,Danielle Cole,Second-hand Sales,15263,19603,Finance,53,2021-03-25,,15864,16GB,630,Offline,Medium,0,60,18388,1TB
North America,Ohio,Reynoldsburg,GH PC Shop,3,Lenovo,IdeaCentre AIO 3,SSD,Betty,Lewis,+15709312379,kgriffin@example.net,Erin Tucker,Second-hand Sales,12229,15125,Finance,645,2023-09-12,,36595,4GB,550,Offline,Low,0,352,14628,256GB
North America,Ohio,Newark,Mini Tech,5,Asus,ExpertBook B9,SSD,Joseph,Nichols,+12548569692,holmespenny@example.net,Molly Johns,Second-hand Sales,8527,12064,Finance,246,2024-03-08,2024-04-03,40706,4GB,522,Online,High,0,282,11453,1TB
Africa,South Africa,KwaZulu-Natal,A & A PCs,8,Toshiba,Portege,SSD,Daniel,Garcia,+13703043020,kimberly67@example.org,Patricia Jones,Second-hand Sales,2787,7386,Finance,701,2021-06-24,,43092,16GB,410,Offline,Medium,0,601,6546,1TB
Africa,Botswana,North-West,Western International PCs,1,Lenovo,ThinkPad X13 Yoga,HDD,Kristine,Hopkins,+12268673097,maxwellmichael@example.com,Heather Singleton,New Sales,28738,31377,Cash,135,2022-10-22,2022-11-09,0,8GB,719,Online,High,0,791,29477,500GB
North America,Illinois,Mount Prospect,Western International PCs,8,Lenovo,IdeaPad Flex 5,HDD,Bryan,Hanson,+17487657140,jlynch@example.com,Katie Fernandez,Returns,28349,30778,Finance,260,2022-07-23,2022-07-29,5632,8GB,703,Online,Low,0,915,29367,500GB
North America,Illinois,Schaumburg,Benjis Tech,4,Samsung,Notebook 9 Pen,HDD,Willie,Murray,+18052489205,patrickallen@example.com,Jason Phillips,Repairs,6052,10981,Cash,579,2022-08-13,2022-08-27,0,8GB,734,Online,Low,1771,954,9145,1TB
North America,North Carolina,Raleigh,DEF Machines,3,Dell,Precision,HDD,James,Molina,+16580463582,qhernandez@example.net,Eric Hall,Second-hand Sales,7969,11301,Finance,973,2022-05-11,,8121,2GB,460,Offline,High,0,510,11140,1TB
Africa,Kenya,Tana River,GH PC Shop,10,HP,Spectre,HDD,David,Lang,+10221882978,qflores@example.net,Christopher Santos,Repairs,4355,7856,Cash,157,2022-10-16,2022-11-07,0,16GB,685,Online,Low,1578,89,4663,1TB
Africa,Ghana,Brong-Ahafo,S & A Computer Place,6,Samsung,Notebook Flash,HDD,Patricia,Reed,+12719570642,andrewstewart@example.org,Amanda Hurley,New Sales,20910,25520,Finance,918,2023-07-25,,15579,16GB,557,Offline,High,0,325,22403,256GB
Africa,Kenya,Kakamega,CK Tech Store,4,HP,Chromebook,SSD,Danny,Roberts,+16957454245,martinaaron@example.org,Misty Green,New Sales,17919,21242,Finance,13,2023-07-14,,36151,16GB,543,Offline,High,0,589,20088,256GB
North America,Ohio,Lakewood,Jacks Hardware,8,HP,Chromebook,HDD,Kevin,Flores,+12945243966,amanda29@example.net,Diamond Baker,Repairs,18007,22859,Cash,606,2023-04-08,,0,2GB,526,Offline,Low,2002,594,21738,256GB
Africa,Morocco,Laayoune-Sakia El Hamra,GH PC Shop,6,Acer,Predator Triton 500,HDD,Vincent,Lee,+10718559450,thall@example.net,Justin Kemp,Returns,22904,26848,Finance,251,2023-07-28,,35886,4GB,548,Offline,Medium,0,712,23773,256GB
North America,North Carolina,Durham,LJ Computers,9,Samsung,Notebook 7 Spin,SSD,Lisa,Gray,+19769539818,shannon65@example.com,Robert Wood,Second-hand Sales,18772,22774,Cash,281,2023-12-29,2023-12-31,0,2GB,602,Online,Low,0,128,22116,256GB
North America,New York,Garden City,GHI Machines,10,HP,Spectre,HDD,Nicole,Garcia,+15096629713,michael81@example.com,Jake Lee,Repairs,25378,27721,Cash,486,2022-12-02,,0,4GB,412,Offline,Low,2014,951,26482,256GB
North America,California,Bakersfield,KyaSand Tech Gadgets,1,Lenovo,IdeaPad 5,HDD,Jonathan,Ibarra,+12032930592,nathan34@example.net,Linda Perez,Repairs,16837,19551,Bank Transfer,670,2022-12-20,,0,8GB,819,Offline,High,1668,705,18525,500GB
North America,Florida,Miramar,Benjis Tech,2,MSI,GP65 Leopard,SSD,Amber,Bishop,+15866086150,randy76@example.org,Richard Patterson,Returns,12679,14725,Bank Transfer,948,2022-10-14,,0,8GB,492,Offline,Low,0,731,14116,1TB
Africa,Morocco,Kelaat Sraghna,ABC Computers,6,Lenovo,ThinkPad T14,SSD,Michael,Brooks,+18044437895,kaylacarter@example.net,Brian Johnson,Second-hand Sales,27975,31499,Finance,83,2022-02-25,2022-03-19,13627,8GB,431,Online,Low,0,612,31367,256GB
Africa,Kenya,Kirinyaga,ABC Computers,1,Asus,ProArt StudioBook Pro X,HDD,Derrick,Gentry,+14333146115,markferguson@example.org,Misty Green,New Sales,14262,16300,Finance,686,2023-02-12,2023-02-14,5318,16GB,693,Online,Low,0,33,14903,500GB
Africa,Kenya,West Pokot,Benjis Tech,4,Asus,VivoBook S14,SSD,Taylor,Cisneros,+19839576491,lmoreno@example.net,Tonya Nolan,Second-hand Sales,12333,14367,Cash,463,2023-03-09,2023-04-03,0,4GB,617,Online,Medium,0,241,12809,500GB
North America,Ohio,Newark,DEF Machines,6,Acer,Aspire 5,HDD,Heather,Gonzalez,+15832450852,stephen83@example.net,Eric James,Returns,22400,26338,Finance,650,2023-10-14,,29743,4GB,719,Offline,Low,0,812,24245,500GB
North America,New York,Schenectady,ABC Computers,1,Acer,Chromebook Spin 311,SSD,Madison,Hughes,+17810403695,elizabethwood@example.net,Alan Newman,Second-hand Sales,24198,27139,Bank Transfer,40,2022-10-29,2022-11-15,0,4GB,589,Online,Medium,0,683,26370,1TB
North America,California,Oceanside,Frankies Hardware and Software,3,Acer,Aspire 5,SSD,Matthew,Pennington,+12773585654,hli@example.net,Larry Smith,Repairs,18263,22993,Finance,561,2022-03-26,2022-04-16,33743,2GB,415,Online,Medium,3365,832,19050,1TB
North America,Texas,Waco,Frankies Hardware and Software,9,Toshiba,Satellite,SSD,Jacob,Gardner,,andrewwatson@example.net,Ashley Wright,Repairs,7807,10415,Finance,602,2023-08-04,,2253,2GB,537,Offline,Medium,1959,782,9593,500GB
North America,North Carolina,Asheville,Benjis Tech,1,Dell,Venue,HDD,Melissa,Thornton,+19666447195,lanetodd@example.net,Craig Wheeler,Returns,2593,4891,Bank Transfer,71,2022-11-26,2022-12-05,0,2GB,628,Online,Low,0,994,4170,500GB
Africa,Tanzania,Songwe,GHI Machines,3,HP,Chromebook,HDD,Thomas,Peterson,+13925278510,sortiz@example.org,David Osborn,Repairs,28777,30960,Cash,692,2022-03-23,,0,8GB,532,Offline,Medium,1500,809,29097,256GB
Africa,Tanzania,Manyara,S & A Computer Place,2,Acer,Predator Helios 300,HDD,Samantha,Robinson,+14322070771,webbtim@example.com,Dawn Perkins,Repairs,20396,22434,Bank Transfer,522,2023-01-20,2023-02-14,0,16GB,401,Online,High,4875,221,21144,500GB
North America,Texas,Wichita Falls,Benjis Tech,2,HP,Spectre,SSD,Destiny,Morton,+16095380045,ygomez@example.org,Courtney Morgan,Returns,14008,16911,Cash,181,2023-02-27,,0,4GB,496,Offline,Medium,0,170,16605,256GB
Africa,South Africa,KwaZulu-Natal,ABC Computers,2,Apple,Apple PowerBook G4,HDD,Amanda,Parker,+14413342017,monicacollier@example.com,Mary Nelson,New Sales,11195,14072,Cash,696,2021-06-18,,0,8GB,649,Offline,Low,0,57,13912,256GB
North America,California,Los Angeles,Mini Tech,9,MSI,GF63 Thin,SSD,Lindsay,Tucker,+13893450542,smithsteven@example.net,Joe Black,Returns,17745,22559,Finance,89,2022-05-25,2022-05-26,4026,2GB,505,Online,High,0,379,20071,500GB
North America,Florida,Pembroke Pines,Ricks Computers,7,Toshiba,Libretto,HDD,Roger,Miller,+16336147491,barnettsarah@example.com,Rachel Rowe,Second-hand Sales,12937,16969,Bank Transfer,128,2022-12-11,,0,16GB,610,Offline,High,0,546,14225,1TB
North America,Florida,Pompano Beach,Western International PCs,3,MSI,GP65 Leopard,SSD,Sydney,Adams,+17065839169,cbaker@example.org,Mary Kidd,Returns,23348,26487,Finance,53,2021-04-02,,37786,16GB,844,Offline,Medium,0,348,24974,500GB
North America,California,Santa Ana,GHI Machines,1,Lenovo,ThinkPad P15s,SSD,Jill,Pennington,+12537764577,josecordova@example.org,Ryan Bradley,New Sales,20488,22869,Cash,300,2021-04-11,,0,8GB,536,Offline,High,0,843,22223,256GB
North America,North Carolina,Rocky Mount,LJ Computers,2,Dell,Latitude,HDD,Shawn,Brown,+14538707678,amberbaker@example.org,Craig Wheeler,Second-hand Sales,19504,23291,Bank Transfer,223,2021-12-04,,0,4GB,734,Offline,Medium,0,637,21517,500GB
Africa,South Africa,Eastern Cape,Western International PCs,10,Dell,Latitude,SSD,Jeremiah,Perez,+16181477576,zrivera@example.org,Thomas Barr,Second-hand Sales,18226,22109,Bank Transfer,316,2021-08-04,,0,2GB,480,Offline,High,0,924,19729,1TB
Africa,Botswana,Kgalagadi,Greens Laptops and PCs,9,Microsoft,Surface Hub,HDD,Michael,Riddle,+19126010042,megan07@example.net,Heather Singleton,Second-hand Sales,9166,13712,Finance,250,2021-11-28,2021-12-07,15621,4GB,519,Online,Low,0,362,10744,1TB
North America,Michigan,Sterling Heights,Greens Laptops and PCs,4,Samsung,Notebook 9 Pro,HDD,Christina,Roberts,+15725208488,benjaminhoffman@example.org,Kevin Padilla,Repairs,9041,13628,Cash,631,2023-02-07,,0,8GB,775,Offline,Medium,2763,603,11435,256GB
Africa,Botswana,North-West,KyaSand Tech Gadgets,10,HP,Elitebook,HDD,Michael,Jordan,+18538128160,williammurphy@example.com,Michael Byrd,New Sales,7369,10578,Finance,544,2022-05-04,,26192,2GB,811,Offline,High,0,743,8591,500GB
North America,New York,Glen Cove,CK Tech Store,7,Samsung,Notebook 7 Spin,SSD,Stephen,Ali,+11946290347,bridgeskristen@example.net,Victoria Hodges,Repairs,2582,5664,Finance,55,2023-06-06,2023-06-12,11966,16GB,560,Online,High,1814,154,5601,256GB
